"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.18331618518887e-61,1.76832714937231,0.706,0.245,1.24479850890235e-56,"2","APOC2"
7.42241406677191e-31,1.7613049757159,0.397,0.132,1.00610822675093e-26,"2","GC"
8.16951345773087e-21,1.75765066716886,0.3,0.106,1.10737754919542e-16,"2","CRP"
1.33081767958502e-22,1.74333842918645,0.312,0.108,1.8039233646775e-18,"2","ALDH3A1"
3.07996786108553e-92,1.73376927782588,0.931,0.317,4.17489643570144e-88,"2","APOA2"
1.52070731417253e-29,1.73245011304371,0.378,0.124,2.06131876436087e-25,"2","GATM"
5.95911174863758e-55,1.72896954430875,0.659,0.223,8.07757597527824e-51,"2","RBP4"
7.64016770992866e-22,1.71650856917469,0.338,0.127,1.03562473308083e-17,"2","A1BG"
1.65495446326608e-68,1.71013692444966,0.806,0.308,2.24329077495716e-64,"2","APOC1"
7.58886626002275e-55,1.70255281433995,0.659,0.228,1.02867082154608e-50,"2","APOC3"
5.98016061812232e-37,1.7017533158208,0.475,0.162,8.10610771786481e-33,"2","FABP1"
4.50272497423983e-17,1.68693545379134,0.253,0.09,6.10344370258209e-13,"2","TMBIM6"
3.29480525500101e-49,1.67821619967445,0.647,0.24,4.46610852315386e-45,"2","CES1"
2.509248952774e-43,1.67496461838295,0.613,0.244,3.40128695548515e-39,"2","MT-CYB"
1.44183492860284e-39,1.66664805464797,0.481,0.151,1.95440724572116e-35,"2","ORM1"
5.77456134336318e-60,1.65991707009547,0.741,0.26,7.82741790092879e-56,"2","SAA2"
4.36796584516491e-43,1.65595197556967,0.581,0.211,5.92077770312103e-39,"2","SPP1"
2.79067671673712e-87,1.65434834783192,0.966,0.421,3.78276228953716e-83,"2","SERPINA1"
1.53551699007148e-61,1.64603536122624,0.741,0.258,2.08139328004189e-57,"2","FGG"
2.61854110191455e-34,1.64132926174569,0.519,0.2,3.54943246364517e-30,"2","TTR"
3.22911870478064e-17,1.63934070865223,0.294,0.116,4.37707040433015e-13,"2","ADH1B"
1.84204318951784e-56,1.63586013991727,0.675,0.223,2.49688954339143e-52,"2","HP"
4.04064082886275e-16,1.63334196803079,0.297,0.122,5.47708864352346e-12,"2","AGT"
1.54704860260467e-17,1.62517337672564,0.344,0.153,2.09702438083062e-13,"2","EPHX1"
1.19179534417343e-44,1.62150967622055,0.55,0.176,1.61547858902708e-40,"2","AMBP"
1.245880380048e-16,1.61556881274809,0.294,0.118,1.68879085515507e-12,"2","APOB"
1.62593943029055e-16,1.61509316240555,0.272,0.104,2.20396089775884e-12,"2","CP"
6.35904373776638e-21,1.61303494609894,0.356,0.141,8.61968378654233e-17,"2","ITIH4"
1.11332162788548e-60,1.60910506095807,0.741,0.256,1.50910746659876e-56,"2","FGA"
3.56203642206486e-45,1.60028220118393,0.656,0.258,4.82834037010892e-41,"2","MT-ND4"
1.03015437884221e-14,1.5753037163227,0.275,0.114,1.39637426052061e-10,"2","CYP2E1"
4.39569462230911e-56,1.57066362992844,0.716,0.253,5.95836406053999e-52,"2","FGB"
1.23239778358251e-41,1.5604266457174,0.588,0.217,1.67051519564609e-37,"2","APOH"
6.61866487765004e-87,1.55817389480707,0.794,0.207,8.97160024165464e-83,"2","ALB"
4.27305856890824e-21,1.53913354565895,0.331,0.123,5.79213089015513e-17,"2","TF"
1.32981272385096e-12,1.495913509387,0.256,0.111,1.80256114717998e-08,"2","DHCR24"
5.24357588302861e-33,1.45283282301432,0.537,0.216,7.10766710944528e-29,"2","CFB"
1.08962065488888e-21,1.44230386159268,0.381,0.152,1.47698079770188e-17,"2","AKR1C1"
1.96533046881097e-43,1.41541508830329,0.662,0.255,2.66400545047327e-39,"2","VTN"
1.47809022490778e-16,1.39277787609951,0.347,0.157,2.0035512998625e-12,"2","SPINK1"
1.24486793820232e-42,1.39047607595459,0.713,0.313,1.68741849023324e-38,"2","MT-ATP6"
1.75129718925334e-25,1.35113323160887,0.516,0.244,2.3738833400329e-21,"2","GPX2"
1.02907814213695e-17,1.34448085696304,0.447,0.235,1.39491542166663e-13,"2","GLUL"
1.63508906130192e-33,1.32745228574144,0.666,0.31,2.21636322259475e-29,"2","MT-CO3"
4.19814812349821e-23,1.32278578586372,0.397,0.157,5.69058978140183e-19,"2","MT-ND3"
1.26131108061079e-17,1.27301849440642,0.431,0.217,1.70970716976793e-13,"2","SOD2"
7.18568619544307e-47,1.26909867598474,0.85,0.44,9.74019763792309e-43,"2","MT2A"
3.47570777377642e-14,1.26877783851399,0.359,0.176,4.71132188735394e-10,"2","P4HB"
6.76545478760636e-42,1.24212448646063,0.741,0.322,9.17057396460042e-38,"2","SERPINA3"
2.74912682323503e-10,1.18682850395473,0.253,0.12,3.72644140889509e-06,"2","TIMM13"
2.86048731785661e-08,1.15514118486599,0.325,0.2,0.000387739055935464,"2","UQCRQ"
