"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.19743970836785e-19,1.34223281885203,0.648,0.234,1.26473993429766e-14,"2","RPS7"
2.77831284014816e-07,1.33743183258821,0.314,0.129,0.00382045798648773,"2","FDCSP"
0.000303819439690915,1.32265985068668,0.152,0.361,1,"2","IGLC2"
5.34408796997518e-23,1.2969129275693,0.867,0.419,7.34865536751288e-19,"2","RPS12"
1.64389359490449e-14,1.28438721923133,0.543,0.203,2.26051808235316e-10,"2","RPL27A"
2.2252394548465e-16,1.27167360223683,0.638,0.248,3.05992677435942e-12,"2","RPL37A"
2.23222530504178e-09,1.26646531123407,0.333,0.12,3.06953301696295e-05,"2","HNRNPA1"
6.08382542136565e-12,1.24975437102614,0.533,0.226,8.3658683369199e-08,"2","RPS2"
3.9704543399469e-18,1.23692103562005,0.733,0.305,5.45977176286098e-14,"2","RPL22"
3.09444381072363e-14,1.23475645150673,0.571,0.226,4.25516968412606e-10,"2","RPS4X"
3.73205431061392e-17,1.22793407333253,0.695,0.285,5.13194788252521e-13,"2","RPL32"
1.93372395216208e-08,1.20447842433837,0.343,0.134,0.000265906380661808,"2","LAPTM5"
1.88879517829984e-10,1.15187617943213,0.495,0.214,2.59728224968011e-06,"2","RPL35A"
6.10869887143392e-10,1.14587517042048,0.343,0.117,8.40007181810878e-06,"2","RPL14"
9.86161967153381e-11,1.11034610931679,0.543,0.249,1.35607132103261e-06,"2","RPS3"
2.49210299049423e-13,1.09915496500117,0.676,0.304,3.42689082222862e-09,"2","RPS28"
6.45997161774019e-07,1.09419636932346,0.343,0.149,0.00888310697155453,"2","LTB"
