Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000185238,PRMT3,0.001694858200791046,-1.3242619252958487,1.0,0.0069502823595345865,0.2305458227618633,1.0,0.012106421091862126,1.3516511761659311,0.90630421589385
ENSG00000171714,ANO5,0.001694858200791046,1.582628670312669,1.0,0.0006950282359534587,-0.643923295154277,1.0,0.0,1.0297230812785685,1.0
ENSG00000183161,FANCF,0.015253723807119413,-0.002333830408487003,1.0,0.016680677662883007,0.09304229901192862,1.0,0.015133026364827658,0.11218524147054243,1.0
ENSG00000148935,GAS2,0.001694858200791046,0.26070057542530733,1.0,0.002085084707860376,-0.2288857958754349,1.0,0.0030266052729655316,1.2927574871123628,1.0
ENSG00000198168,SVIP,0.04237145501977615,-0.2715204632238759,1.0,0.058382371820090526,0.6361846240384574,0.9052113058177226,0.027239447456689783,-0.8447460366375728,0.9365164791086553
ENSG00000246225,AC006299.1,0.001694858200791046,0.997666169591513,1.0,0.0013900564719069174,-0.05896079443312097,1.0,0.0,0.6146855819997263,1.0
ENSG00000176971,FIBIN,0.006779432803164184,1.097201843142427,1.0,0.0006950282359534587,-2.9658513900416406,0.10956585862674162,0.015133026364827658,2.6146855819997246,0.27979080536048784
ENSG00000109881,CCDC34,0.008474291003955229,0.58262867031267,1.0,0.0055602258876276695,-0.643923295154277,1.0,0.009079815818896594,0.8073306599421217,1.0
ENSG00000205213,LGR4,0.013558865606328368,0.16759117103382604,1.0,0.012510508247162256,-0.20335070376829556,1.0,0.015133026364827658,0.4447605805574133,1.0
ENSG00000148943,LIN7C,0.023728014811074644,-0.18290607605030829,1.0,0.029191185910045263,0.2587795034908069,1.0,0.024212842183724253,-0.04827943072270369,1.0
ENSG00000245573,BDNF-AS,0.005084574602373137,1.2607005754253073,1.0,0.0013900564719069174,-1.643923295154278,0.9526688854200182,0.006053210545931063,1.6146855819997246,1.0
ENSG00000121621,KIF18A,0.0,-1.002333830408487,1.0,0.0034751411797672932,1.94103920556688,0.9531483696249904,0.0,0.029723081278568486,1.0
ENSG00000169519,METTL15,0.015253723807119413,0.04657577007245983,1.0,0.017375705898836465,0.35607670484572296,1.0,0.009079815818896594,-0.5145974349452409,1.0
ENSG00000152219,ARL14EP,0.02033829840949255,-0.002333830408487003,1.0,0.023630960022417595,0.3978968805403502,1.0,0.012106421091862126,-0.6179751747905504,1.0
ENSG00000066382,MPPED2,0.0,-0.4173713296873309,1.0,0.002085084707860376,1.356076704845723,1.0,0.0,0.6146855819997263,1.0
